SNO,City,Cite,Site_Code,State,Query ID,,,Date,,pm2.5,pm10,AT,BP,SR,RH,WD,RF,NO,Nox,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene
94,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180304,,,04-Mar-2018,,57.46,142.57,,759.28,,,158.68,,15.74,56.62,40.88,30.07,5.66,0.39,49.46,0.88,,0.33,0.58,0.18
95,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180305,,,05-Mar-2018,,29.64,77.72,,761.96,,,143.7,,9.25,46.7,37.45,24.62,5.12,0.34,59.49,0.56,,0.28,0.52,0.17
96,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180306,,,06-Mar-2018,,32.02,81.59,,762.87,,,171.62,,16.31,64.0,47.69,30.02,5.67,0.4,55.84,0.85,,0.43,0.76,0.25
97,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180307,,,07-Mar-2018,,43.27,86.75,,762.07,,,124.02,,14.96,66.33,51.38,30.6,5.27,0.47,57.6,1.19,,0.46,0.76,0.23
98,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180308,,,08-Mar-2018,,26.4,70.6,,762.26,,,110.93,,6.83,33.03,26.2,19.5,5.91,0.36,77.27,0.79,,0.18,0.28,0.1
99,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180309,,,09-Mar-2018,,31.27,85.05,,762.18,,,153.17,,7.19,35.78,28.58,21.34,6.98,0.55,80.69,0.77,,0.23,0.38,0.12
100,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180310,,,10-Mar-2018,,49.62,105.57,,761.87,,,99.28,,8.52,45.16,36.64,22.62,8.1,0.56,80.03,0.85,,0.3,0.39,0.15
101,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180311,,,11-Mar-2018,,20.05,97.16,,761.27,,,131.63,,17.01,58.97,41.96,27.86,8.68,0.77,65.52,1.1,,0.37,0.53,0.14
102,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180312,,,12-Mar-2018,,33.98,119.38,,761.65,,,169.8,,17.61,64.67,47.06,29.68,7.33,0.82,60.39,1.37,,0.44,0.57,0.11
103,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180313,,,13-Mar-2018,,48.17,126.76,,760.49,,,186.65,,18.29,81.54,63.26,31.13,8.21,0.96,55.84,1.74,,0.53,0.82,0.22
104,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180314,,,14-Mar-2018,,43.41,147.4,,759.0,,,207.21,,11.78,57.97,46.2,20.9,7.97,0.74,35.16,0.69,,0.53,0.75,0.21
105,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180315,,,15-Mar-2018,,47.23,155.22,,759.19,,,208.24,,20.1,70.37,50.27,25.32,7.77,1.16,36.26,1.36,,0.75,1.11,0.43
106,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180316,,,16-Mar-2018,,45.16,151.27,,759.62,,,129.03,,10.96,50.27,39.84,20.09,9.32,0.65,55.83,1.2,,0.64,1.0,0.34
107,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180317,,,17-Mar-2018,,35.8,113.02,,760.72,,,134.49,,10.72,58.85,48.06,19.4,11.25,0.72,63.12,0.74,,0.37,0.51,0.17
108,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180318,,,18-Mar-2018,,32.56,107.29,,761.63,,,128.4,,7.28,45.08,37.8,16.14,12.23,0.68,75.07,1.3,,0.26,0.29,0.11
109,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180319,,,19-Mar-2018,,39.12,116.41,,762.65,,,109.59,,6.46,28.06,21.6,12.84,11.67,0.71,85.9,1.15,,0.15,0.13,0.06
110,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180320,,,20-Mar-2018,,35.09,102.82,,760.63,,,203.68,,8.76,53.4,44.64,16.61,8.38,0.71,66.22,0.54,,0.3,0.55,0.15
111,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180321,,,21-Mar-2018,,69.15,186.03,,759.17,,,200.96,,12.53,55.79,43.26,14.87,5.72,0.68,48.82,0.45,,0.26,0.5,0.14
112,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180322,,,22-Mar-2018,,56.15,136.92,,759.61,,,194.32,,9.23,41.57,32.33,18.07,8.56,0.61,67.98,0.51,,0.24,0.46,0.15
113,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180323,,,23-Mar-2018,,38.89,105.43,,760.64,,,162.88,,9.3,50.02,40.72,18.83,4.8,0.86,68.48,0.69,,0.43,1.25,0.1
114,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180324,,,24-Mar-2018,,45.63,103.64,,762.43,,,123.94,,9.83,63.18,53.18,18.9,9.32,0.73,64.1,0.77,,0.4,2.4,0.05
115,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180325,,,25-Mar-2018,,53.86,125.42,,763.42,,,201.97,,11.4,64.84,53.44,20.12,10.35,0.7,69.03,0.89,,0.42,2.45,0.06
116,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180326,,,26-Mar-2018,,58.67,128.54,,762.39,,,202.09,,33.05,104.64,71.59,32.21,7.18,1.59,45.54,2.09,,1.01,3.62,0.5
117,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180327,,,27-Mar-2018,,67.71,158.1,,759.77,,,188.12,,48.96,105.09,56.13,37.43,6.91,1.24,36.73,3.2,,2.12,5.29,1.3
118,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180328,,,28-Mar-2018,,50.83,135.72,,759.13,,,209.41,,13.74,59.87,46.13,29.58,10.44,0.8,41.63,1.33,,0.83,1.45,0.31
119,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180329,,,29-Mar-2018,,48.76,139.59,,758.96,,,191.41,,21.34,62.8,41.46,27.54,10.51,1.16,55.29,1.47,,0.8,1.18,0.34
120,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180330,,,30-Mar-2018,,54.19,164.8,,757.58,,,209.42,,13.73,55.47,41.73,22.01,11.07,0.67,56.22,0.97,,0.63,1.02,0.14
121,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180331,,,31-Mar-2018,,46.81,133.71,,757.57,,,124.4,,7.21,31.73,24.53,14.85,11.6,0.54,83.98,0.84,,0.22,0.19,0.06
122,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180401,,,01-Apr-2018,,58.85,150.53,,758.94,,,95.79,,6.47,27.29,20.82,15.27,10.31,0.71,101.92,1.44,,0.19,0.12,0.04
123,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180402,,,02-Apr-2018,,68.96,163.85,,759.38,,,149.42,,16.32,43.28,26.96,19.39,10.74,0.92,88.69,2.14,,0.66,1.14,0.38
124,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180403,,,03-Apr-2018,,53.79,155.1,,758.79,,,189.45,,8.78,42.48,33.7,16.64,7.25,0.88,68.45,1.47,,0.45,0.99,0.27
125,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180404,,,04-Apr-2018,,55.96,166.13,,757.15,,,224.65,,24.9,64.2,39.3,23.75,11.94,1.52,36.25,2.05,,1.06,2.38,0.8
126,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180405,,,05-Apr-2018,,52.58,169.94,,756.02,,,135.95,,9.62,42.14,32.52,18.1,10.0,0.46,69.04,1.23,,0.4,1.28,0.36
127,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180406,,,06-Apr-2018,,48.85,154.59,,757.17,,,93.82,,6.7,26.67,19.97,15.03,9.41,0.64,86.34,0.77,,0.11,0.33,0.11
128,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180407,,,07-Apr-2018,,43.59,129.0,,758.77,,,173.67,,8.44,40.38,31.93,19.91,7.33,0.84,77.61,1.28,,0.31,0.71,0.22
129,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180408,,,08-Apr-2018,,35.88,136.7,,758.85,,,93.21,,6.46,22.98,16.51,17.81,7.3,0.68,106.06,1.56,,0.1,0.18,0.07
130,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180409,,,09-Apr-2018,,33.18,118.77,,759.71,,,95.06,,7.32,24.12,16.8,15.39,8.26,0.71,93.55,0.76,,0.07,0.14,0.05
131,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180410,,,10-Apr-2018,,51.77,136.11,,759.04,,,107.46,,7.13,24.22,17.09,14.69,6.65,0.6,78.32,0.94,,0.27,0.7,0.15
132,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180411,,,11-Apr-2018,,46.11,108.13,,758.21,,,134.58,,7.21,26.16,18.95,15.19,7.82,0.64,65.91,1.15,,0.25,0.43,0.14
133,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180412,,,12-Apr-2018,,28.15,57.05,,758.17,,,86.26,,7.01,24.32,17.31,15.55,5.43,0.47,58.08,0.71,,0.13,0.24,0.08
134,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180413,,,13-Apr-2018,,27.22,65.61,,758.73,,,91.85,,7.9,36.14,28.25,14.1,6.42,0.51,58.17,0.69,,0.31,0.6,0.18
135,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180414,,,14-Apr-2018,,20.69,96.94,,757.89,,,91.23,,6.67,30.06,23.38,12.06,10.77,0.58,76.1,0.83,,0.22,0.37,0.13
136,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180415,,,15-Apr-2018,,25.35,114.72,,757.4,,,139.19,,7.19,27.0,19.81,11.88,8.25,0.55,70.66,0.69,,0.21,0.39,0.11
137,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180416,,,16-Apr-2018,,47.54,190.01,,757.92,,,236.83,,10.7,46.24,35.56,17.63,6.68,0.66,32.53,0.78,,0.49,0.94,0.24
138,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180417,,,17-Apr-2018,,47.52,173.43,,758.83,,,252.89,,11.53,43.96,32.42,16.65,11.12,0.77,31.22,0.8,,0.49,0.94,0.28
139,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180418,,,18-Apr-2018,,47.77,158.59,,758.67,,,174.81,,8.13,36.71,28.58,14.18,9.33,0.48,49.86,0.63,,0.36,0.7,0.18
140,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180419,,,19-Apr-2018,,47.07,171.01,,756.12,,,209.96,,12.6,50.71,38.11,16.58,7.98,0.72,37.68,1.02,,0.51,0.99,0.26
141,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180420,,,20-Apr-2018,,71.63,305.83,,755.65,,,216.72,,11.66,40.8,29.13,14.53,6.66,0.56,38.4,0.6,,0.31,0.59,0.17
142,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180421,,,21-Apr-2018,,107.63,479.3,,758.47,,,152.95,,7.91,33.07,25.16,9.88,4.29,0.52,62.94,0.43,,0.23,0.46,0.13
143,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180422,,,22-Apr-2018,,40.73,128.13,,759.31,,,182.35,,7.28,32.78,25.51,10.95,9.68,0.47,69.55,0.42,,0.19,0.36,0.11
144,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180423,,,23-Apr-2018,,38.28,115.92,,759.17,,,225.4,,7.94,40.99,33.05,13.18,8.01,0.65,64.61,0.75,,0.37,0.72,0.2
145,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180424,,,24-Apr-2018,,46.35,144.75,,758.16,,,211.96,,31.29,83.69,52.4,24.21,8.05,1.14,35.91,1.92,,1.01,2.25,0.7
146,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180425,,,25-Apr-2018,,47.77,142.93,,756.54,,,229.03,,17.16,61.81,44.65,19.65,8.74,0.74,34.15,1.71,,0.91,2.25,0.68
147,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180426,,,26-Apr-2018,,47.76,172.25,,755.48,,,233.02,,11.75,43.94,32.2,13.27,9.67,0.87,42.57,1.05,,0.7,1.51,0.5
148,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180427,,,27-Apr-2018,,58.9,214.69,,756.33,,,243.28,,13.68,54.21,40.53,24.48,10.71,0.55,36.68,1.07,,0.5,1.47,0.42
149,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180428,,,28-Apr-2018,,53.52,189.53,,756.06,,,223.84,,20.66,66.3,45.64,22.07,7.42,0.62,33.16,0.99,,0.51,1.16,0.36
150,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180429,,,29-Apr-2018,,56.52,185.94,,754.67,,,210.88,,8.83,40.1,31.27,16.65,7.84,0.44,61.11,0.9,,0.29,0.65,0.19
151,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180430,,,30-Apr-2018,,59.22,200.2,,753.47,,,202.99,,9.93,38.24,28.31,17.89,6.04,0.49,48.48,0.55,,0.27,0.51,0.15
152,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180501,,,01-May-2018,,67.87,232.15,,754.73,,,171.56,,7.26,35.1,27.84,13.67,6.95,0.41,59.47,0.67,,0.27,0.51,0.14
153,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180502,,,02-May-2018,,63.17,226.04,,755.55,,,155.43,,7.19,26.06,18.86,16.68,5.95,0.47,64.89,1.14,,0.18,0.36,0.11
154,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180503,,,03-May-2018,,48.58,149.6,,756.44,,,138.23,,6.77,18.84,12.07,9.08,5.56,0.36,66.68,0.56,,0.1,0.18,0.07
155,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180504,,,04-May-2018,,45.78,138.35,,756.39,,,117.81,,6.55,19.83,13.28,13.04,6.04,0.5,86.27,1.08,,0.09,0.2,0.08
156,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180505,,,05-May-2018,,53.57,155.18,,756.53,,,163.91,,8.91,32.79,23.88,12.39,8.0,0.6,88.83,1.51,,0.37,0.74,0.22
157,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180506,,,06-May-2018,,57.18,171.25,,757.03,,,207.08,,8.23,28.65,20.42,9.08,7.59,0.36,58.48,0.62,,0.19,0.35,0.11
158,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180507,,,07-May-2018,,44.37,147.41,,756.54,,,205.88,,13.03,52.55,39.79,17.12,9.52,0.96,53.45,0.72,,0.33,0.64,0.18
159,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180508,,,08-May-2018,,59.35,200.07,,756.67,,,167.35,,15.96,71.23,55.29,21.89,5.12,1.43,52.22,2.16,,2.0,2.79,1.55
160,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180509,,,09-May-2018,,52.34,164.63,,757.4,,,165.78,,7.58,37.91,30.32,13.45,6.04,0.63,82.94,0.5,,0.25,0.51,0.18
161,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180510,,,10-May-2018,,49.14,153.56,,758.28,,,204.43,,8.98,53.14,44.15,15.57,6.86,1.04,80.42,1.08,,0.54,1.18,0.34
162,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180511,,,11-May-2018,,38.14,169.71,,756.32,,,257.76,,21.2,50.77,53.37,19.21,7.65,0.77,67.47,0.67,,0.42,0.93,0.26
163,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180512,,,12-May-2018,,33.31,176.15,,756.36,,,244.75,,12.91,37.6,42.85,14.45,7.7,0.47,53.7,0.41,,0.3,0.63,0.17
164,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180513,,,13-May-2018,,81.66,311.4,,755.57,,,252.95,,11.34,48.08,36.73,16.26,8.13,0.54,54.09,0.5,,0.27,0.57,0.15
165,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180514,,,14-May-2018,,74.04,282.28,,756.36,,,194.8,,7.37,29.26,21.9,11.85,7.69,0.77,71.45,0.54,,0.24,0.5,0.15
166,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180515,,,15-May-2018,,63.22,209.36,,755.28,,,178.85,,7.0,24.55,17.55,9.79,8.8,0.71,57.4,0.58,,0.17,0.33,0.1
167,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180516,,,16-May-2018,,54.54,201.56,,755.27,,,150.84,,8.59,36.96,28.38,18.47,9.41,1.13,63.15,0.86,,0.33,0.71,0.18
168,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180517,,,17-May-2018,,62.46,216.28,,755.15,,,133.91,,7.55,29.71,22.16,13.49,10.25,0.9,77.56,0.77,,0.54,1.21,0.25
169,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180518,,,18-May-2018,,55.06,165.96,,754.63,,,116.43,,7.5,32.12,24.63,11.41,10.07,1.13,74.48,0.92,,0.41,0.88,0.21
170,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180519,,,19-May-2018,,55.09,170.11,,754.61,,,103.22,,6.62,17.75,11.13,12.34,8.69,0.85,87.42,0.8,,0.12,0.23,0.07
171,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180520,,,20-May-2018,,48.58,410.46,,755.64,,,89.53,,7.32,29.38,22.06,9.38,11.29,0.78,79.3,0.57,,0.18,0.34,0.1
172,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180521,,,21-May-2018,,54.82,153.91,,755.92,,,72.4,,6.5,18.48,11.98,6.06,11.68,0.75,108.12,0.52,,0.12,0.21,0.07
173,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180522,,,22-May-2018,,65.21,209.53,,755.4,,,113.1,,11.28,34.82,23.54,9.36,15.18,1.23,91.61,1.29,,0.4,0.84,0.25
174,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180523,,,23-May-2018,,61.1,231.59,,754.07,,,140.74,,11.55,42.52,30.98,10.39,13.0,0.99,84.58,1.41,,0.69,1.49,0.39
175,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180524,,,24-May-2018,,56.38,176.32,,754.01,,,48.34,,7.89,37.75,29.86,9.21,18.81,0.99,103.35,0.84,,0.37,0.81,0.2
176,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180525,,,25-May-2018,,61.43,176.82,,754.59,,,173.59,,17.71,65.45,47.74,15.47,12.2,1.32,73.6,1.84,,0.96,1.99,0.59
177,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180526,,,26-May-2018,,55.3,150.98,,754.01,,,235.84,,16.75,51.11,34.36,12.66,13.91,1.06,72.23,1.42,,0.84,1.82,0.55
178,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180527,,,27-May-2018,,63.11,196.88,,753.65,,,228.89,,9.89,40.17,30.28,9.1,9.13,0.64,72.0,0.79,,0.55,1.22,0.29
179,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180528,,,28-May-2018,,63.79,185.0,,752.21,,,217.36,,11.27,51.67,40.4,13.05,16.55,0.98,64.38,1.16,,0.63,1.4,0.33
180,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180529,,,29-May-2018,,58.4,170.78,,751.37,,,181.88,,7.38,31.71,24.33,10.85,12.04,0.69,60.99,0.72,,0.28,0.62,0.14
181,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180530,,,30-May-2018,,54.36,175.69,,752.69,,,162.79,,11.21,39.25,28.05,27.17,8.78,1.0,43.55,0.61,,0.3,0.65,0.15
182,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180531,,,31-May-2018,,53.72,139.67,,753.88,,,197.4,,9.3,36.01,26.76,24.82,7.0,0.84,64.33,0.55,,0.36,0.62,0.17
183,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180601,,,01-Jun-2018,,61.75,197.39,,754.08,,,248.72,,14.06,47.66,34.95,16.28,9.74,0.98,57.39,1.36,,0.57,1.37,0.35
184,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180602,,,02-Jun-2018,,112.9,486.77,,754.48,,,195.64,,10.32,33.6,23.28,16.5,7.75,0.68,64.41,0.98,,0.44,0.94,0.25
185,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180603,,,03-Jun-2018,,65.28,230.09,,752.95,,,275.74,,9.31,30.86,21.54,9.55,8.54,0.35,54.8,0.38,,0.24,0.51,0.13
186,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180604,,,04-Jun-2018,,78.24,249.54,,752.42,,,234.26,,11.59,36.45,24.86,11.81,8.76,0.82,47.93,0.96,,0.56,1.17,0.32
187,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180605,,,05-Jun-2018,,76.01,221.93,,753.71,,,189.67,,8.39,23.58,15.18,18.18,7.16,0.53,73.63,0.71,,0.19,0.4,0.11
188,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180606,,,06-Jun-2018,,56.68,177.4,,755.02,,,100.55,,7.18,21.12,13.94,16.37,6.28,0.67,90.69,0.83,,0.11,0.22,0.07
189,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180607,,,07-Jun-2018,,72.06,208.78,,752.6,,,163.63,,8.02,26.65,18.64,16.61,6.49,0.67,73.55,1.12,,0.23,0.49,0.13
190,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",site_1393,Rajasthan,run2_rajasthan_jaipur_site_1393_20180608,,,08-Jun-2018,,74.94,268.83,,750.5,,,160.35,,9.8,27.02,17.22,19.29,6.45,0.66,41.64,1.34,,0.26,0.54,0.12
