date_time,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
14-04-2019,42,27,11.6,9,67,1:29 PM,2:22 AM,6:04 AM,6:50 PM,6,33,33,35,13,16,18,0,1009,42,10,214,8,Jaipur
15-04-2019,40,28,11.6,9,74,2:34 PM,3:12 AM,6:03 AM,6:51 PM,7,33,33,34,24,33,19,0.4,1008,40,10,144,17,Jaipur
16-04-2019,33,22,11.6,6,82,3:40 PM,3:58 AM,6:02 AM,6:51 PM,14,28,28,28,20,33,46,29.7,1010,33,9,152,16,Jaipur
17-04-2019,30,21,11.6,6,89,4:44 PM,4:41 AM,6:01 AM,6:52 PM,12,26,26,25,27,23,47,15,1011,30,10,196,17,Jaipur
18-04-2019,30,21,11.6,7,97,5:49 PM,5:22 AM,6:01 AM,6:52 PM,11,27,27,27,14,25,41,0,1012,30,10,201,10,Jaipur
19-04-2019,32,24,12.5,8,100,6:52 PM,6:02 AM,6:00 AM,6:53 PM,10,28,28,29,12,10,33,0,1011,32,10,283,8,Jaipur
20-04-2019,35,26,12.9,8,88,7:55 PM,6:42 AM,5:59 AM,6:53 PM,8,29,29,31,13,3,26,0,1008,35,10,225,9,Jaipur
21-04-2019,37,27,13,9,81,8:57 PM,7:24 AM,5:58 AM,6:54 PM,6,32,32,33,12,4,19,0,1006,37,10,171,8,Jaipur
22-04-2019,39,31,13,9,73,9:58 PM,8:08 AM,5:57 AM,6:54 PM,5,34,34,35,15,0,16,0,1006,39,10,250,10,Jaipur
23-04-2019,41,31,13,9,65,10:55 PM,8:55 AM,5:56 AM,6:55 PM,5,36,36,37,16,0,15,0,1007,41,10,298,12,Jaipur
24-04-2019,41,31,13,9,58,11:49 PM,9:44 AM,5:55 AM,6:55 PM,4,37,37,37,22,1,13,0,1008,41,10,301,15,Jaipur
25-04-2019,41,31,13,9,50,No moonrise,10:34 AM,5:54 AM,6:56 PM,3,35,35,37,29,0,13,0,1008,41,10,275,20,Jaipur
26-04-2019,41,31,13,9,43,12:38 AM,11:27 AM,5:53 AM,6:57 PM,3,36,36,37,24,0,13,0,1007,41,10,272,16,Jaipur
27-04-2019,42,32,13.1,9,35,1:24 AM,12:19 PM,5:52 AM,6:57 PM,5,36,36,37,22,0,14,0,1007,42,10,165,14,Jaipur
28-04-2019,42,32,13.1,10,28,2:05 AM,1:12 PM,5:52 AM,6:58 PM,3,37,37,38,14,0,12,0,1006,42,10,210,9,Jaipur
29-04-2019,42,32,13.1,9,20,2:42 AM,2:04 PM,5:51 AM,6:58 PM,2,37,37,38,11,0,11,0,1004,42,10,257,7,Jaipur
30-04-2019,42,31,13.1,9,13,3:18 AM,2:56 PM,5:50 AM,6:59 PM,1,36,36,37,24,0,11,0,1002,42,10,261,17,Jaipur
01-05-2019,41,29,13.1,9,12,3:51 AM,3:48 PM,5:49 AM,6:59 PM,1,35,35,36,20,0,11,0,1001,41,10,232,13,Jaipur
02-05-2019,42,31,13.5,9,5,4:24 AM,4:41 PM,5:48 AM,7:00 PM,1,36,36,37,14,9,11,0,1002,42,10,161,9,Jaipur
03-05-2019,39,28,13.5,8,0,4:57 AM,5:35 PM,5:48 AM,7:00 PM,7,33,33,34,25,14,21,0,1005,39,10,65,18,Jaipur
04-05-2019,39,30,13.5,9,0,5:32 AM,6:30 PM,5:47 AM,7:01 PM,2,33,33,35,17,6,15,0.1,1007,39,10,184,12,Jaipur
05-05-2019,40,31,13.6,9,2,6:08 AM,7:28 PM,5:46 AM,7:02 PM,-2,35,35,36,16,0,9,0,1008,40,10,207,11,Jaipur
06-05-2019,41,30,13.6,9,9,6:49 AM,8:27 PM,5:45 AM,7:02 PM,-4,35,35,36,24,0,8,0,1006,41,10,281,17,Jaipur
07-05-2019,41,31,13.6,9,17,7:34 AM,9:28 PM,5:45 AM,7:03 PM,1,35,35,36,37,0,11,0,1005,41,10,261,26,Jaipur
08-05-2019,42,30,13.6,9,24,8:23 AM,10:28 PM,5:44 AM,7:03 PM,2,35,35,36,34,0,12,0,1005,42,10,262,25,Jaipur
09-05-2019,40,30,13.6,9,31,9:19 AM,11:26 PM,5:43 AM,7:04 PM,4,34,34,35,34,6,15,0,1005,40,10,265,25,Jaipur
10-05-2019,39,29,13.6,9,39,10:19 AM,No moonset,5:43 AM,7:04 PM,5,33,33,34,28,3,17,0,1005,39,10,261,21,Jaipur
11-05-2019,40,30,13.6,9,46,11:22 AM,12:20 AM,5:42 AM,7:05 PM,8,34,34,35,21,3,20,0.1,1007,40,10,252,15,Jaipur
12-05-2019,39,31,13.7,9,53,12:25 PM,1:11 AM,5:41 AM,7:06 PM,9,34,34,35,23,9,21,0,1006,39,10,280,15,Jaipur
13-05-2019,39,30,13.7,9,60,1:30 PM,1:56 AM,5:41 AM,7:06 PM,8,35,35,36,24,5,20,0,1004,39,10,275,18,Jaipur
14-05-2019,39,29,13.7,8,68,2:32 PM,2:38 AM,5:40 AM,7:07 PM,11,33,33,34,21,6,25,4.5,1005,39,10,177,15,Jaipur
15-05-2019,40,31,13.7,9,75,3:35 PM,3:19 AM,5:40 AM,7:07 PM,9,35,35,36,14,5,20,3,1006,40,10,234,10,Jaipur
16-05-2019,38,31,13.7,9,82,4:37 PM,3:57 AM,5:39 AM,7:08 PM,12,34,34,35,17,9,25,0,1007,38,10,275,13,Jaipur
17-05-2019,37,30,13.7,9,89,5:39 PM,4:36 AM,5:39 AM,7:08 PM,11,33,33,34,23,17,25,0.2,1007,37,10,275,17,Jaipur
18-05-2019,37,28,13.7,8,97,6:41 PM,5:17 AM,5:38 AM,7:09 PM,12,32,32,32,20,7,31,0.4,1008,37,10,295,14,Jaipur
19-05-2019,39,29,13.7,9,100,7:42 PM,5:59 AM,5:38 AM,7:09 PM,9,34,34,35,15,3,23,0,1008,39,10,202,11,Jaipur
20-05-2019,39,31,13.7,9,89,8:41 PM,6:44 AM,5:37 AM,7:10 PM,10,34,34,35,15,10,22,0,1008,39,10,301,11,Jaipur
21-05-2019,40,31,13.7,9,81,9:38 PM,7:33 AM,5:37 AM,7:11 PM,11,35,35,36,12,14,22,1.1,1007,40,10,296,9,Jaipur
22-05-2019,40,31,13.8,9,74,10:30 PM,8:23 AM,5:36 AM,7:11 PM,12,36,36,36,12,10,23,0.4,1005,40,10,285,9,Jaipur
23-05-2019,41,32,13.8,9,67,11:18 PM,9:16 AM,5:36 AM,7:12 PM,14,38,38,37,18,10,25,1.1,1003,41,10,274,13,Jaipur
24-05-2019,39,33,13.8,9,60,No moonrise,10:09 AM,5:36 AM,7:12 PM,13,36,36,36,21,10,26,0,1005,39,10,287,16,Jaipur
25-05-2019,40,31,13.8,9,52,12:01 AM,11:03 AM,5:35 AM,7:13 PM,9,35,35,36,20,4,21,0,1005,40,10,271,15,Jaipur
26-05-2019,41,31,13.8,9,45,12:40 AM,11:55 AM,5:35 AM,7:13 PM,7,37,37,38,16,1,16,0,1004,41,10,242,12,Jaipur
27-05-2019,42,34,13.8,9,38,1:17 AM,12:47 PM,5:35 AM,7:14 PM,6,37,37,38,12,0,14,0,1004,42,10,250,9,Jaipur
28-05-2019,44,34,13.8,10,31,1:51 AM,1:39 PM,5:34 AM,7:14 PM,5,39,39,39,16,0,12,0,1004,44,10,215,11,Jaipur
29-05-2019,44,34,13.8,10,23,2:23 AM,2:31 PM,5:34 AM,7:15 PM,3,40,40,40,17,5,10,0,1002,44,10,284,12,Jaipur
30-05-2019,44,34,13.8,10,16,2:56 AM,3:24 PM,5:34 AM,7:15 PM,5,39,39,39,22,5,13,0,1001,44,10,269,16,Jaipur
31-05-2019,43,34,13.8,10,12,3:30 AM,4:18 PM,5:34 AM,7:16 PM,9,39,39,39,28,12,16,0,1001,43,10,277,20,Jaipur
01-06-2019,44,34,13.8,10,0,4:05 AM,5:15 PM,5:33 AM,7:16 PM,8,40,40,40,28,4,15,0,1001,44,10,259,19,Jaipur
02-06-2019,46,34,13.8,10,0,4:43 AM,6:14 PM,5:33 AM,7:17 PM,5,42,42,41,32,1,13,0,1000,46,10,267,23,Jaipur
03-06-2019,46,34,13.8,10,0,5:27 AM,7:16 PM,5:33 AM,7:17 PM,4,43,43,42,35,1,11,0,1000,46,10,279,25,Jaipur
04-06-2019,45,35,13.9,10,6,6:15 AM,8:18 PM,5:33 AM,7:18 PM,7,41,41,41,34,0,13,0,1001,45,10,284,25,Jaipur
05-06-2019,45,35,13.9,10,13,7:10 AM,9:19 PM,5:33 AM,7:18 PM,10,41,41,40,32,1,18,0,1001,45,10,269,24,Jaipur
06-06-2019,45,34,13.9,10,21,8:10 AM,10:16 PM,5:33 AM,7:19 PM,5,41,41,40,25,0,13,0,1002,45,10,282,18,Jaipur
07-06-2019,45,35,13.9,10,28,9:14 AM,11:09 PM,5:33 AM,7:19 PM,3,41,41,40,15,0,11,0,1003,45,10,244,11,Jaipur
08-06-2019,46,33,13.9,10,36,10:18 AM,11:57 PM,5:32 AM,7:20 PM,4,41,41,40,12,0,12,0,1002,46,10,137,8,Jaipur
09-06-2019,47,37,13.9,10,44,11:23 AM,No moonset,5:32 AM,7:20 PM,5,44,44,42,14,0,10,0,1000,47,10,294,10,Jaipur
10-06-2019,46,36,13.9,10,51,12:26 PM,12:39 AM,5:32 AM,7:20 PM,6,42,42,41,20,8,12,0,998,46,10,247,14,Jaipur
11-06-2019,44,36,13.9,10,59,1:28 PM,1:20 AM,5:32 AM,7:21 PM,10,41,41,40,28,23,17,0,998,44,10,274,21,Jaipur
12-06-2019,42,36,13.3,9,66,2:29 PM,1:58 AM,5:32 AM,7:21 PM,12,39,39,39,20,32,20,0.4,999,42,10,243,14,Jaipur
13-06-2019,37,33,13.9,9,74,3:30 PM,2:36 AM,5:33 AM,7:22 PM,14,35,35,35,15,34,28,0,1001,37,10,222,11,Jaipur
14-06-2019,39,30,13.9,8,81,4:30 PM,3:15 AM,5:33 AM,7:22 PM,17,35,35,34,24,16,36,4.4,1000,39,10,279,17,Jaipur
15-06-2019,37,32,13.9,9,89,5:30 PM,3:55 AM,5:33 AM,7:22 PM,18,36,36,34,26,24,38,0.1,1001,37,10,275,20,Jaipur
16-06-2019,37,31,13.9,7,96,6:29 PM,4:38 AM,5:33 AM,7:22 PM,20,36,36,33,30,30,45,8,1002,37,9,272,20,Jaipur
17-06-2019,37,30,13.9,7,100,7:27 PM,5:25 AM,5:33 AM,7:23 PM,19,36,36,33,27,19,44,2.9,1001,37,10,274,21,Jaipur
18-06-2019,36,26,13.3,7,89,8:21 PM,6:14 AM,5:33 AM,7:23 PM,21,33,33,30,26,26,58,25.1,1001,36,8,200,20,Jaipur
19-06-2019,35,26,13.9,7,81,9:11 PM,7:06 AM,5:33 AM,7:23 PM,19,31,31,30,18,14,55,2.7,1001,35,10,138,14,Jaipur
20-06-2019,39,29,13.9,9,73,9:57 PM,7:59 AM,5:33 AM,7:24 PM,17,35,35,34,16,13,38,0,1001,39,10,227,12,Jaipur
21-06-2019,38,31,13.9,8,66,10:38 PM,8:53 AM,5:34 AM,7:24 PM,18,36,36,34,15,19,39,0.5,1002,38,10,246,12,Jaipur
22-06-2019,41,31,13.9,9,58,11:15 PM,9:46 AM,5:34 AM,7:24 PM,14,38,38,37,14,8,29,0,1001,41,10,267,10,Jaipur
23-06-2019,42,32,13.9,9,51,11:50 PM,10:38 AM,5:34 AM,7:24 PM,15,38,38,37,10,5,28,0,1000,42,10,105,8,Jaipur
24-06-2019,40,30,13.9,9,43,No moonrise,11:31 AM,5:34 AM,7:24 PM,19,38,38,36,12,23,39,0.1,1002,40,10,142,10,Jaipur
25-06-2019,40,33,13.9,8,36,12:23 AM,12:21 PM,5:35 AM,7:25 PM,18,39,39,36,16,27,36,0.2,1001,40,10,242,13,Jaipur
26-06-2019,42,33,13.9,9,28,12:55 AM,1:14 PM,5:35 AM,7:25 PM,14,39,39,38,16,14,27,0,1000,42,10,304,12,Jaipur
27-06-2019,41,32,13.9,9,21,1:27 AM,2:06 PM,5:35 AM,7:25 PM,16,38,38,37,24,8,32,0,998,41,10,293,19,Jaipur
28-06-2019,41,32,13.9,9,13,2:01 AM,3:01 PM,5:35 AM,7:25 PM,17,38,38,36,26,8,33,0.1,997,41,10,280,20,Jaipur
29-06-2019,40,32,13.9,9,6,2:37 AM,3:59 PM,5:36 AM,7:25 PM,17,38,38,36,26,7,34,0.4,997,40,10,267,19,Jaipur
30-06-2019,41,31,13.9,9,0,3:18 AM,4:59 PM,5:36 AM,7:25 PM,17,38,38,36,28,14,35,0.1,998,41,10,288,22,Jaipur
01-07-2019,41,31,13.9,9,0,4:04 AM,6:01 PM,5:36 AM,7:25 PM,18,38,38,35,29,8,38,0.6,998,41,10,280,22,Jaipur
02-07-2019,41,30,13.9,9,0,4:57 AM,7:04 PM,5:37 AM,7:25 PM,16,38,38,37,30,9,33,0,998,41,10,276,23,Jaipur
03-07-2019,40,35,13.9,9,2,5:56 AM,8:04 PM,5:37 AM,7:25 PM,16,38,38,36,25,22,31,0,998,40,10,220,19,Jaipur
04-07-2019,38,32,13.3,8,9,6:59 AM,9:01 PM,5:38 AM,7:25 PM,20,39,39,35,11,38,42,3.9,998,38,10,244,9,Jaipur
05-07-2019,35,28,12.2,7,16,8:06 AM,9:52 PM,5:38 AM,7:25 PM,23,34,34,30,29,52,65,10.3,996,35,9,248,21,Jaipur
06-07-2019,38,28,13.9,7,24,9:13 AM,10:38 PM,5:38 AM,7:25 PM,21,36,36,32,22,26,55,4.5,995,38,10,261,17,Jaipur
07-07-2019,37,28,13.9,7,31,10:18 AM,11:20 PM,5:39 AM,7:25 PM,22,36,36,32,28,25,59,19.4,996,37,8,265,21,Jaipur
08-07-2019,38,30,13.9,7,38,11:22 AM,11:59 PM,5:39 AM,7:25 PM,23,37,37,32,25,27,58,8.3,997,38,9,209,19,Jaipur
09-07-2019,36,28,13.9,7,45,12:23 PM,No moonset,5:40 AM,7:25 PM,23,36,36,32,23,30,60,2.9,996,36,10,236,17,Jaipur
10-07-2019,39,28,13.8,9,53,1:24 PM,12:37 AM,5:40 AM,7:24 PM,21,37,37,34,27,10,49,0,996,39,10,223,21,Jaipur
11-07-2019,38,30,13.8,9,60,2:23 PM,1:16 AM,5:41 AM,7:24 PM,20,37,37,34,34,6,46,0,997,38,10,252,27,Jaipur
12-07-2019,37,30,13.8,8,67,3:23 PM,1:55 AM,5:41 AM,7:24 PM,20,37,37,33,32,6,47,0,999,37,10,249,25,Jaipur
13-07-2019,38,30,13.8,9,74,4:22 PM,2:36 AM,5:41 AM,7:24 PM,20,37,37,34,32,7,46,0,1000,38,10,247,25,Jaipur
14-07-2019,38,29,13.8,8,82,5:19 PM,3:21 AM,5:42 AM,7:24 PM,20,36,36,33,35,13,47,0,999,38,10,249,28,Jaipur
15-07-2019,36,29,13.8,7,89,6:14 PM,4:08 AM,5:42 AM,7:23 PM,20,36,36,33,29,30,49,0,998,36,10,244,24,Jaipur
16-07-2019,34,29,13.3,7,96,7:05 PM,4:59 AM,5:43 AM,7:23 PM,20,35,35,32,24,38,51,0.1,1000,34,10,260,19,Jaipur
17-07-2019,36,29,13.8,7,100,7:52 PM,5:51 AM,5:43 AM,7:23 PM,21,36,36,32,20,33,54,13.6,1001,36,9,217,16,Jaipur
18-07-2019,36,30,13.8,7,89,8:35 PM,6:45 AM,5:44 AM,7:22 PM,21,36,36,32,15,37,52,4.1,1001,36,9,247,11,Jaipur
19-07-2019,37,29,13.8,8,82,9:14 PM,7:39 AM,5:44 AM,7:22 PM,21,37,37,34,18,29,49,3.1,1001,37,10,279,13,Jaipur
20-07-2019,37,32,13.8,8,75,9:50 PM,8:31 AM,5:45 AM,7:22 PM,21,38,38,34,6,30,48,1.5,1001,37,10,177,4,Jaipur
21-07-2019,38,31,13.8,8,67,10:22 PM,9:23 AM,5:45 AM,7:21 PM,21,39,39,35,9,22,47,6.1,1001,38,9,171,7,Jaipur
22-07-2019,38,32,13.8,8,60,10:55 PM,10:14 AM,5:46 AM,7:21 PM,22,40,40,35,8,25,47,3.8,1000,38,10,184,7,Jaipur
23-07-2019,38,31,13.7,8,53,11:27 PM,11:06 AM,5:46 AM,7:20 PM,21,40,40,35,13,35,46,4.8,999,38,10,259,10,Jaipur
24-07-2019,35,27,13.7,7,46,11:59 PM,11:57 AM,5:47 AM,7:20 PM,23,35,35,31,29,41,66,49.2,999,35,7,247,19,Jaipur
25-07-2019,29,25,12.1,6,38,No moonrise,12:50 PM,5:47 AM,7:19 PM,23,30,30,26,23,49,82,60.4,1000,29,8,217,16,Jaipur
26-07-2019,29,25,12.1,6,31,12:33 AM,1:45 PM,5:48 AM,7:19 PM,23,30,30,27,25,56,82,34.2,998,29,6,265,14,Jaipur
27-07-2019,28,26,13.3,6,24,1:11 AM,2:43 PM,5:48 AM,7:18 PM,24,31,31,27,28,59,82,37,997,28,8,265,16,Jaipur
28-07-2019,33,26,12.1,7,16,1:54 AM,3:43 PM,5:49 AM,7:18 PM,24,35,35,30,23,53,71,26.4,998,33,8,208,13,Jaipur
29-07-2019,35,27,13.3,7,9,2:42 AM,4:45 PM,5:49 AM,7:17 PM,23,36,36,31,27,37,65,1.4,999,35,10,95,17,Jaipur
30-07-2019,34,28,13.3,7,2,3:38 AM,5:47 PM,5:50 AM,7:17 PM,22,35,35,31,18,43,61,0,1000,34,10,80,13,Jaipur
31-07-2019,34,29,13.3,7,0,4:39 AM,6:46 PM,5:51 AM,7:16 PM,23,36,36,32,12,46,61,0.3,999,34,10,128,9,Jaipur
01-08-2019,35,28,13.6,7,0,5:46 AM,7:41 PM,5:51 AM,7:15 PM,23,36,36,31,11,36,61,3.2,999,35,10,134,8,Jaipur
02-08-2019,36,28,13.6,7,5,6:54 AM,8:30 PM,5:52 AM,7:15 PM,23,37,37,32,24,33,61,8.5,998,36,9,235,13,Jaipur
03-08-2019,35,29,13.6,7,12,8:02 AM,9:15 PM,5:52 AM,7:14 PM,24,37,37,32,11,37,62,7.6,998,35,9,186,7,Jaipur
04-08-2019,35,30,13.6,7,20,9:09 AM,9:57 PM,5:53 AM,7:13 PM,24,38,38,32,12,40,62,11.7,997,35,9,236,8,Jaipur
05-08-2019,36,29,13.3,7,27,10:13 AM,10:36 PM,5:53 AM,7:12 PM,23,38,38,33,17,49,59,6.4,996,36,10,295,11,Jaipur
06-08-2019,30,26,13.3,6,34,11:16 AM,11:15 PM,5:54 AM,7:12 PM,24,32,32,28,27,51,78,38.8,997,30,7,287,17,Jaipur
07-08-2019,34,27,13.6,7,42,12:17 PM,11:55 PM,5:54 AM,7:11 PM,24,35,35,30,14,42,69,5.8,996,34,9,165,10,Jaipur
08-08-2019,35,28,13.6,7,49,1:18 PM,No moonset,5:55 AM,7:10 PM,23,36,36,31,20,29,64,5.4,995,35,10,64,14,Jaipur
09-08-2019,31,27,12.1,6,56,2:17 PM,12:35 AM,5:55 AM,7:09 PM,23,32,32,29,37,58,70,0.9,996,31,10,72,28,Jaipur
10-08-2019,32,25,10.9,6,63,3:15 PM,1:19 AM,5:56 AM,7:09 PM,23,32,32,28,28,73,77,4.9,997,32,10,143,22,Jaipur
11-08-2019,32,25,10.9,6,71,4:09 PM,2:05 AM,5:56 AM,7:08 PM,23,33,33,29,20,54,74,0.5,1000,32,10,196,15,Jaipur
12-08-2019,34,27,13.5,7,78,5:02 PM,2:55 AM,5:57 AM,7:07 PM,24,35,35,30,25,40,69,13.6,1001,34,9,283,17,Jaipur
13-08-2019,33,27,13.5,7,85,5:50 PM,3:46 AM,5:57 AM,7:06 PM,23,34,34,30,25,36,67,4.1,1001,33,9,212,17,Jaipur
14-08-2019,32,28,12.1,7,92,6:33 PM,4:39 AM,5:58 AM,7:05 PM,23,34,34,29,22,52,70,6.5,1002,32,10,277,15,Jaipur
15-08-2019,32,27,10.8,6,100,7:13 PM,5:33 AM,5:58 AM,7:04 PM,24,33,33,29,34,58,74,37.8,1000,32,7,174,20,Jaipur
16-08-2019,28,25,9.6,6,100,7:50 PM,6:25 AM,5:59 AM,7:03 PM,23,30,30,26,22,74,83,7.8,999,28,10,90,16,Jaipur
17-08-2019,27,25,8.4,6,86,8:23 PM,7:18 AM,5:59 AM,7:03 PM,23,29,29,26,33,94,86,18.9,1000,27,7,253,22,Jaipur
18-08-2019,33,24,13.3,7,78,8:56 PM,8:09 AM,5:59 AM,7:02 PM,23,32,32,28,25,57,76,2.6,1004,33,10,276,17,Jaipur
19-08-2019,34,26,13,7,71,9:28 PM,9:00 AM,6:00 AM,7:01 PM,22,34,34,30,24,23,65,3.9,1005,34,9,292,16,Jaipur
20-08-2019,35,27,13,8,64,9:59 PM,9:51 AM,6:00 AM,7:00 PM,21,34,34,31,26,14,58,0.3,1005,35,10,308,18,Jaipur
21-08-2019,36,26,11.6,8,57,10:32 PM,10:43 AM,6:01 AM,6:59 PM,21,34,34,31,29,16,56,0,1004,36,10,288,20,Jaipur
22-08-2019,35,27,10.3,7,49,11:08 PM,11:37 AM,6:01 AM,6:58 PM,21,33,33,31,22,32,57,0.1,1003,35,10,290,15,Jaipur
23-08-2019,36,27,11.6,8,42,11:47 PM,12:31 PM,6:02 AM,6:57 PM,20,34,34,31,22,22,53,0,1003,36,10,298,16,Jaipur
24-08-2019,37,27,11.6,8,35,No moonrise,1:29 PM,6:02 AM,6:56 PM,19,34,34,32,25,21,50,0,1003,37,10,295,17,Jaipur
25-08-2019,33,28,11.6,8,28,12:31 AM,2:28 PM,6:03 AM,6:55 PM,21,33,33,30,14,36,60,0.2,1003,33,10,155,10,Jaipur
26-08-2019,34,26,10.3,7,20,1:22 AM,3:29 PM,6:03 AM,6:54 PM,23,33,33,30,11,38,67,13.5,1002,34,9,82,8,Jaipur
27-08-2019,33,27,11.6,7,13,2:19 AM,4:28 PM,6:04 AM,6:53 PM,23,34,34,30,15,31,70,6.2,1002,33,9,140,11,Jaipur
28-08-2019,34,27,11.6,7,6,3:23 AM,5:25 PM,6:04 AM,6:52 PM,23,35,35,30,21,40,67,4.5,1003,34,10,72,15,Jaipur
29-08-2019,33,27,11.6,7,0,4:30 AM,6:17 PM,6:04 AM,6:51 PM,23,35,35,31,13,35,66,5.3,1004,33,10,99,8,Jaipur
30-08-2019,35,28,11.6,7,0,5:39 AM,7:05 PM,6:05 AM,6:50 PM,23,36,36,31,8,39,63,6,1002,35,9,104,5,Jaipur
31-08-2019,35,29,11.6,7,0,6:48 AM,7:49 PM,6:05 AM,6:48 PM,23,37,37,32,10,29,61,8.2,1000,35,9,167,6,Jaipur
01-09-2019,34,29,11.6,7,9,7:55 AM,8:30 PM,6:06 AM,6:47 PM,24,37,37,31,14,30,66,12.7,1001,34,9,155,9,Jaipur
02-09-2019,35,28,11.6,7,16,9:01 AM,9:11 PM,6:06 AM,6:46 PM,24,37,37,31,6,27,64,3.1,1002,35,10,163,4,Jaipur
03-09-2019,35,28,11.6,7,24,10:05 AM,9:51 PM,6:07 AM,6:45 PM,24,38,38,32,8,30,63,2.8,1001,35,10,267,5,Jaipur
04-09-2019,36,28,11.6,7,32,11:08 AM,10:32 PM,6:07 AM,6:44 PM,23,37,37,32,13,27,61,9,1000,36,9,260,9,Jaipur
05-09-2019,34,29,11.6,7,39,12:09 PM,11:16 PM,6:08 AM,6:43 PM,24,37,37,31,26,35,64,4.2,1000,34,10,236,17,Jaipur
06-09-2019,34,29,10.2,7,47,1:09 PM,No moonset,6:08 AM,6:42 PM,24,37,37,31,10,41,65,8.1,999,34,9,81,7,Jaipur
07-09-2019,34,28,11.6,7,54,2:05 PM,12:02 AM,6:08 AM,6:41 PM,24,36,36,31,10,32,70,32.6,1000,34,7,108,7,Jaipur
08-09-2019,34,28,11.6,7,62,2:59 PM,12:51 AM,6:09 AM,6:40 PM,24,36,36,31,12,28,68,2.4,1001,34,10,66,8,Jaipur
09-09-2019,36,28,11.6,8,69,3:48 PM,1:43 AM,6:09 AM,6:39 PM,23,37,37,32,13,10,61,0.6,1001,36,10,59,9,Jaipur
10-09-2019,38,29,11.6,8,77,4:32 PM,2:35 AM,6:10 AM,6:37 PM,22,37,37,33,17,6,55,0,1000,38,10,261,11,Jaipur
11-09-2019,38,29,11.6,9,84,5:14 PM,3:28 AM,6:10 AM,6:36 PM,22,38,38,33,27,7,53,0.1,1002,38,10,263,19,Jaipur
12-09-2019,37,27,11.6,7,92,5:51 PM,4:21 AM,6:11 AM,6:35 PM,23,38,38,32,29,17,62,1.5,1003,37,10,281,20,Jaipur
13-09-2019,31,28,11.6,6,99,6:25 PM,5:13 AM,6:11 AM,6:34 PM,24,34,34,29,23,12,74,9.1,1004,31,9,295,17,Jaipur
14-09-2019,33,27,11.6,7,100,6:58 PM,6:05 AM,6:11 AM,6:33 PM,24,35,35,30,18,14,72,7.3,1004,33,9,173,13,Jaipur
15-09-2019,33,27,11.6,7,85,7:30 PM,6:56 AM,6:12 AM,6:32 PM,23,34,34,29,10,18,71,4.1,1005,33,9,136,7,Jaipur
16-09-2019,37,26,11.6,8,78,8:01 PM,7:48 AM,6:12 AM,6:31 PM,22,35,35,31,22,9,61,0,1004,37,10,284,14,Jaipur
17-09-2019,37,28,11.6,8,70,8:33 PM,8:39 AM,6:13 AM,6:29 PM,21,34,34,31,17,15,58,0,1004,37,10,275,12,Jaipur
18-09-2019,36,28,11.6,8,63,9:08 PM,9:32 AM,6:13 AM,6:28 PM,21,34,34,31,17,13,58,0,1007,36,10,273,12,Jaipur
19-09-2019,32,25,11.6,6,55,9:45 PM,10:26 AM,6:13 AM,6:27 PM,22,31,31,28,20,20,69,1.1,1009,32,10,102,15,Jaipur
20-09-2019,32,24,10.2,7,48,10:27 PM,11:22 AM,6:14 AM,6:26 PM,21,30,30,28,16,30,69,0,1008,32,10,107,12,Jaipur
21-09-2019,32,25,11.6,6,40,11:14 PM,12:19 PM,6:14 AM,6:25 PM,22,31,31,28,14,24,67,6.7,1007,32,9,106,10,Jaipur
22-09-2019,31,25,11.6,6,33,No moonrise,1:18 PM,6:15 AM,6:24 PM,21,30,30,27,21,22,71,8.1,1009,31,9,144,15,Jaipur
23-09-2019,30,23,10.2,6,25,12:06 AM,2:15 PM,6:15 AM,6:23 PM,21,29,29,26,22,35,73,0.7,1010,30,10,99,15,Jaipur
24-09-2019,30,23,8.8,6,18,1:05 AM,3:11 PM,6:16 AM,6:21 PM,22,29,29,26,17,54,76,2,1010,30,10,107,13,Jaipur
25-09-2019,32,23,11.6,6,10,2:09 AM,4:04 PM,6:16 AM,6:20 PM,22,30,30,27,22,32,73,0.3,1011,32,10,86,15,Jaipur
26-09-2019,30,24,8.8,6,2,3:16 AM,4:52 PM,6:17 AM,6:19 PM,22,30,30,27,22,54,76,7.4,1011,30,9,87,16,Jaipur
27-09-2019,31,25,10.2,6,0,4:23 AM,5:38 PM,6:17 AM,6:18 PM,22,30,30,27,18,49,75,0.5,1010,31,10,106,12,Jaipur
28-09-2019,30,24,7.4,6,0,5:32 AM,6:20 PM,6:17 AM,6:17 PM,22,29,29,27,12,60,74,0.3,1008,30,10,87,9,Jaipur
29-09-2019,32,24,11.6,6,0,6:38 AM,7:01 PM,6:18 AM,6:16 PM,21,30,30,28,11,20,67,1.6,1010,32,10,172,8,Jaipur
30-09-2019,32,25,11.6,6,5,7:45 AM,7:43 PM,6:18 AM,6:15 PM,20,30,30,28,16,18,65,1.7,1008,32,10,196,11,Jaipur
01-10-2019,33,25,11.6,6,12,8:50 AM,8:24 PM,6:19 AM,6:14 PM,20,30,30,28,15,17,64,0.8,1008,33,10,240,10,Jaipur
