date_time,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
02-10-2019,33,24,11.6,8,19,9:55 AM,9:09 PM,6:19 AM,6:12 PM,19,30,30,28,15,12,59,0.1,1009,33,10,255,11,Jaipur
03-10-2019,34,25,11.6,8,27,10:57 AM,9:55 PM,6:20 AM,6:11 PM,18,31,31,30,19,13,50,0,1009,34,10,278,13,Jaipur
04-10-2019,34,25,11.6,8,34,11:57 AM,10:44 PM,6:20 AM,6:10 PM,17,29,29,28,15,20,52,0.5,1010,34,10,305,10,Jaipur
05-10-2019,32,25,11.6,8,41,12:53 PM,11:36 PM,6:21 AM,6:09 PM,17,30,30,29,13,11,51,0.1,1011,32,10,297,9,Jaipur
06-10-2019,33,25,11.6,8,48,1:45 PM,No moonset,6:21 AM,6:08 PM,17,30,30,29,10,16,50,0.6,1011,33,10,201,7,Jaipur
07-10-2019,33,25,11.6,8,56,2:31 PM,12:29 AM,6:22 AM,6:07 PM,16,29,29,29,17,25,47,0.4,1013,33,10,318,11,Jaipur
08-10-2019,33,25,11.6,8,63,3:14 PM,1:23 AM,6:22 AM,6:06 PM,13,29,29,29,9,12,40,0,1012,33,10,202,6,Jaipur
09-10-2019,33,24,11.6,8,70,3:52 PM,2:15 AM,6:23 AM,6:05 PM,13,29,29,29,5,5,38,0,1012,33,10,230,3,Jaipur
10-10-2019,33,25,11.6,8,77,4:26 PM,3:08 AM,6:23 AM,6:04 PM,11,28,28,29,16,4,34,0,1011,33,10,265,10,Jaipur
11-10-2019,33,25,11.6,8,85,5:00 PM,4:00 AM,6:24 AM,6:03 PM,11,28,28,29,19,4,34,0,1011,33,10,300,12,Jaipur
12-10-2019,34,25,11.6,8,92,5:32 PM,4:52 AM,6:24 AM,6:02 PM,11,29,29,29,9,7,34,0,1012,34,10,214,6,Jaipur
13-10-2019,35,24,11.6,8,99,6:03 PM,5:43 AM,6:25 AM,6:01 PM,11,29,29,29,20,9,33,0,1012,35,10,255,12,Jaipur
14-10-2019,35,25,11.6,8,100,6:35 PM,6:35 AM,6:25 AM,6:00 PM,10,29,29,30,20,5,30,0,1013,35,10,291,12,Jaipur
15-10-2019,35,25,8.7,8,86,7:09 PM,7:28 AM,6:26 AM,5:59 PM,11,29,29,29,7,5,33,0,1013,35,10,226,5,Jaipur
16-10-2019,35,24,8.7,8,79,7:46 PM,8:22 AM,6:26 AM,5:58 PM,11,29,29,29,12,5,35,0,1013,35,10,152,8,Jaipur
17-10-2019,33,25,8.7,8,72,8:25 PM,9:18 AM,6:27 AM,5:57 PM,14,29,29,28,15,14,42,0,1013,33,10,165,9,Jaipur
18-10-2019,33,24,8.7,7,64,9:11 PM,10:14 AM,6:27 AM,5:56 PM,14,28,28,28,16,13,44,0,1013,33,10,180,11,Jaipur
19-10-2019,31,24,8.7,6,57,10:01 PM,11:13 AM,6:28 AM,5:55 PM,15,28,28,27,11,17,48,0.5,1015,31,10,184,7,Jaipur
20-10-2019,33,24,8.7,8,50,10:56 PM,12:09 PM,6:29 AM,5:54 PM,10,28,28,28,13,6,34,0,1015,33,10,214,8,Jaipur
21-10-2019,33,24,8.7,8,43,11:56 PM,1:05 PM,6:29 AM,5:53 PM,8,28,28,29,12,1,29,0,1013,33,10,209,8,Jaipur
22-10-2019,34,23,8.7,8,35,No moonrise,1:57 PM,6:30 AM,5:52 PM,8,28,28,29,9,0,28,0,1011,34,10,275,5,Jaipur
23-10-2019,34,24,8.7,8,28,1:00 AM,2:45 PM,6:30 AM,5:52 PM,6,28,28,29,14,0,25,0,1010,34,10,223,8,Jaipur
24-10-2019,35,22,8.7,8,21,2:05 AM,3:30 PM,6:31 AM,5:51 PM,7,27,27,28,12,2,28,0,1011,35,10,235,8,Jaipur
25-10-2019,32,22,8.7,7,13,3:11 AM,4:11 PM,6:31 AM,5:50 PM,9,26,26,26,11,4,34,0,1012,32,10,147,6,Jaipur
26-10-2019,31,22,8.7,7,6,4:16 AM,4:52 PM,6:32 AM,5:49 PM,11,26,26,26,12,1,40,0,1013,31,10,122,8,Jaipur
27-10-2019,32,22,8.7,7,0,5:23 AM,5:33 PM,6:33 AM,5:48 PM,10,27,27,27,9,0,37,0,1014,32,10,160,6,Jaipur
28-10-2019,32,22,8.7,7,0,6:28 AM,6:14 PM,6:33 AM,5:47 PM,9,27,27,27,9,8,32,0,1014,32,10,213,5,Jaipur
29-10-2019,32,23,8.7,7,1,7:34 AM,6:57 PM,6:34 AM,5:47 PM,9,27,27,27,7,11,32,0,1014,32,10,266,4,Jaipur
30-10-2019,32,23,8.7,6,8,8:38 AM,7:44 PM,6:35 AM,5:46 PM,10,27,27,27,12,16,37,1.1,1013,32,10,263,7,Jaipur
31-10-2019,34,23,8.7,8,12,9:42 AM,8:33 PM,6:35 AM,5:45 PM,15,29,29,28,11,5,49,0,1012,34,10,281,7,Jaipur
01-11-2019,34,23,8.7,8,24,10:41 AM,9:25 PM,6:36 AM,5:44 PM,12,28,28,28,7,5,38,0,1012,34,10,210,5,Jaipur
02-11-2019,34,23,8.7,7,31,11:37 AM,10:19 PM,6:37 AM,5:44 PM,11,28,28,28,10,10,35,0,1013,34,10,207,7,Jaipur
03-11-2019,31,23,8.7,6,39,12:26 PM,11:14 PM,6:37 AM,5:43 PM,14,27,27,26,12,12,47,1.2,1014,31,10,171,8,Jaipur
04-11-2019,31,22,8.7,7,46,1:11 PM,No moonset,6:38 AM,5:42 PM,11,27,27,26,15,12,41,0.2,1015,31,10,325,9,Jaipur
05-11-2019,32,22,8.7,7,54,1:51 PM,12:08 AM,6:39 AM,5:42 PM,9,26,26,26,15,2,34,0,1013,32,10,281,9,Jaipur
06-11-2019,31,21,8.7,7,61,2:27 PM,1:01 AM,6:39 AM,5:41 PM,7,25,25,25,12,30,32,0,1009,31,10,231,7,Jaipur
07-11-2019,29,22,8.7,6,69,3:01 PM,1:54 AM,6:40 AM,5:41 PM,13,26,26,24,16,30,49,7.9,1010,29,9,176,12,Jaipur
08-11-2019,29,21,8.7,7,76,3:33 PM,2:45 AM,6:41 AM,5:40 PM,15,26,26,25,11,23,55,0.4,1013,29,10,120,8,Jaipur
09-11-2019,30,20,8.7,7,84,4:04 PM,3:37 AM,6:41 AM,5:39 PM,11,25,25,25,11,10,44,0,1015,30,10,79,7,Jaipur
10-11-2019,29,21,8.7,7,91,4:36 PM,4:28 AM,6:42 AM,5:39 PM,10,25,25,25,17,10,39,0,1014,29,10,125,10,Jaipur
11-11-2019,30,20,8.7,7,99,5:09 PM,5:21 AM,6:43 AM,5:38 PM,11,25,25,25,11,14,42,0,1013,30,10,146,7,Jaipur
12-11-2019,30,21,8.7,7,100,5:45 PM,6:15 AM,6:44 AM,5:38 PM,11,26,26,26,14,24,42,0,1014,30,10,115,9,Jaipur
13-11-2019,31,22,8.7,7,86,6:24 PM,7:11 AM,6:44 AM,5:37 PM,12,26,26,26,13,13,41,0,1016,31,10,137,9,Jaipur
14-11-2019,30,22,8.7,7,78,7:08 PM,8:09 AM,6:45 AM,5:37 PM,11,26,26,26,13,13,41,0,1016,30,10,84,8,Jaipur
15-11-2019,30,20,8.7,7,71,7:57 PM,9:08 AM,6:46 AM,5:36 PM,7,25,25,24,15,6,34,0,1016,30,10,69,9,Jaipur
16-11-2019,29,20,8.7,7,63,8:51 PM,10:06 AM,6:47 AM,5:36 PM,10,25,25,24,16,5,41,0,1015,29,10,116,9,Jaipur
17-11-2019,29,21,8.7,7,56,9:50 PM,11:02 AM,6:47 AM,5:36 PM,9,25,25,24,22,4,40,0,1016,29,10,227,14,Jaipur
18-11-2019,27,19,8.7,6,48,10:52 PM,11:55 AM,6:48 AM,5:35 PM,7,22,22,23,21,7,38,0,1016,27,10,316,13,Jaipur
19-11-2019,28,20,8.7,7,41,11:56 PM,12:43 PM,6:49 AM,5:35 PM,7,24,24,24,11,1,34,0,1014,28,10,298,7,Jaipur
20-11-2019,27,20,8.7,6,33,No moonrise,1:28 PM,6:50 AM,5:35 PM,6,24,24,23,13,4,34,0,1014,27,10,137,7,Jaipur
21-11-2019,28,20,8.7,6,26,12:59 AM,2:09 PM,6:50 AM,5:34 PM,8,23,23,23,15,5,37,0,1015,28,10,119,9,Jaipur
22-11-2019,27,20,8.7,6,18,2:03 AM,2:48 PM,6:51 AM,5:34 PM,9,24,24,23,12,7,40,0,1016,27,10,141,7,Jaipur
23-11-2019,28,20,8.7,7,10,3:06 AM,3:27 PM,6:52 AM,5:34 PM,11,25,25,24,9,12,45,0,1016,28,10,172,5,Jaipur
24-11-2019,28,20,8.7,6,3,4:09 AM,4:06 PM,6:53 AM,5:34 PM,12,24,24,23,12,14,48,0,1016,28,10,107,7,Jaipur
25-11-2019,28,19,8.7,6,0,5:14 AM,4:47 PM,6:54 AM,5:34 PM,12,24,24,23,17,24,50,0.3,1015,28,10,100,10,Jaipur
26-11-2019,28,20,8.7,6,0,6:18 AM,5:32 PM,6:54 AM,5:33 PM,10,23,23,23,21,16,46,0.1,1015,28,10,106,13,Jaipur
27-11-2019,28,19,8.7,6,0,7:23 AM,6:19 PM,6:55 AM,5:33 PM,10,23,23,23,26,19,43,0,1014,28,10,76,16,Jaipur
28-11-2019,27,19,8.7,5,4,8:24 AM,7:11 PM,6:56 AM,5:33 PM,13,23,23,23,17,18,54,1.8,1015,27,10,80,11,Jaipur
29-11-2019,26,18,8.7,5,12,9:24 AM,8:05 PM,6:57 AM,5:33 PM,14,21,21,21,14,26,64,3.2,1016,26,9,86,9,Jaipur
30-11-2019,25,16,8.7,6,20,10:17 AM,9:01 PM,6:57 AM,5:33 PM,12,20,21,20,15,16,62,0,1017,25,10,107,9,Jaipur
01-12-2019,25,16,8.7,6,26,11:05 AM,9:57 PM,6:58 AM,5:33 PM,9,20,21,20,17,14,49,0,1017,25,10,61,10,Jaipur
02-12-2019,26,16,8.7,6,33,11:48 AM,10:51 PM,6:59 AM,5:33 PM,1,20,20,20,15,0,30,0,1018,26,10,101,8,Jaipur
03-12-2019,27,15,8.7,6,41,12:25 PM,11:45 PM,7:00 AM,5:33 PM,-1,20,20,20,12,0,26,0,1018,27,10,73,7,Jaipur
04-12-2019,25,15,8.7,6,48,1:00 PM,No moonset,7:00 AM,5:33 PM,0,20,20,20,10,3,27,0,1019,25,10,109,6,Jaipur
05-12-2019,23,13,7.1,4,55,1:33 PM,12:36 AM,7:01 AM,5:33 PM,-2,18,18,18,11,45,27,0,1020,23,10,90,6,Jaipur
06-12-2019,25,15,8.7,6,62,2:04 PM,1:28 AM,7:02 AM,5:34 PM,-1,19,19,19,12,12,27,0,1020,25,10,72,7,Jaipur
07-12-2019,24,15,8.7,6,70,2:35 PM,2:19 AM,7:02 AM,5:34 PM,4,19,19,19,12,20,36,0,1019,24,10,71,7,Jaipur
08-12-2019,24,16,8.7,6,77,3:08 PM,3:11 AM,7:03 AM,5:34 PM,6,19,19,19,11,0,45,0,1019,24,10,90,6,Jaipur
09-12-2019,25,12,8.7,6,84,3:42 PM,4:04 AM,7:04 AM,5:34 PM,6,18,19,18,7,7,46,0,1018,25,10,106,4,Jaipur
10-12-2019,27,15,8.7,6,92,4:19 PM,5:00 AM,7:05 AM,5:34 PM,7,20,20,20,9,1,45,0,1015,27,10,137,5,Jaipur
11-12-2019,24,14,8.7,6,99,5:02 PM,5:57 AM,7:05 AM,5:35 PM,8,19,19,19,10,11,51,0,1013,24,10,107,6,Jaipur
12-12-2019,24,15,8.7,5,100,5:50 PM,6:57 AM,7:06 AM,5:35 PM,9,19,19,19,28,25,55,0,1011,24,10,95,19,Jaipur
13-12-2019,22,13,8.7,4,87,6:43 PM,7:57 AM,7:07 AM,5:35 PM,9,17,17,17,16,12,64,1.9,1013,22,10,230,11,Jaipur
14-12-2019,21,11,8.7,5,79,7:43 PM,8:56 AM,7:07 AM,5:35 PM,7,15,16,15,15,2,58,0,1020,21,10,57,9,Jaipur
15-12-2019,21,12,8.7,5,72,8:45 PM,9:51 AM,7:08 AM,5:36 PM,6,15,16,15,14,1,55,0,1020,21,10,45,8,Jaipur
16-12-2019,20,11,8.7,5,65,9:49 PM,10:42 AM,7:08 AM,5:36 PM,5,14,15,14,16,0,54,0,1021,20,10,102,9,Jaipur
17-12-2019,20,10,8.7,5,58,10:53 PM,11:28 AM,7:09 AM,5:36 PM,3,14,14,14,18,1,48,0,1021,20,10,263,10,Jaipur
18-12-2019,21,10,8.7,5,50,11:56 PM,12:10 PM,7:10 AM,5:37 PM,2,15,15,15,7,4,45,0,1020,21,10,105,4,Jaipur
19-12-2019,22,12,8.7,5,43,No moonrise,12:49 PM,7:10 AM,5:37 PM,2,16,16,16,8,4,40,0,1018,22,10,154,4,Jaipur
20-12-2019,23,11,8.7,5,36,12:58 AM,1:27 PM,7:11 AM,5:38 PM,1,16,16,16,11,12,37,0,1016,23,10,119,6,Jaipur
21-12-2019,22,13,8.7,5,28,2:00 AM,2:04 PM,7:11 AM,5:38 PM,3,17,17,17,13,33,39,0,1017,22,10,80,7,Jaipur
22-12-2019,23,12,8.7,5,21,3:02 AM,2:43 PM,7:12 AM,5:39 PM,2,16,16,16,16,1,39,0,1019,23,10,45,9,Jaipur
23-12-2019,25,11,8.7,5,14,4:04 AM,3:25 PM,7:12 AM,5:39 PM,0,16,16,16,12,1,36,0,1018,25,10,71,7,Jaipur
24-12-2019,21,11,8.7,5,7,5:07 AM,4:10 PM,7:13 AM,5:40 PM,3,15,15,15,21,14,43,0,1018,21,10,88,13,Jaipur
25-12-2019,23,11,8.7,5,0,6:09 AM,4:59 PM,7:13 AM,5:40 PM,-2,15,15,15,14,5,32,0,1019,23,10,110,8,Jaipur
26-12-2019,21,10,8.7,5,0,7:09 AM,5:52 PM,7:14 AM,5:41 PM,-4,14,14,14,16,0,28,0,1018,21,10,138,9,Jaipur
27-12-2019,23,9,8.7,5,0,8:05 AM,6:47 PM,7:14 AM,5:41 PM,-5,14,14,14,12,0,28,0,1019,23,10,52,7,Jaipur
28-12-2019,22,7,8.7,5,8,8:56 AM,7:44 PM,7:14 AM,5:42 PM,-5,13,13,13,10,0,31,0,1019,22,10,97,6,Jaipur
29-12-2019,20,6,8.7,4,15,9:42 AM,8:39 PM,7:15 AM,5:43 PM,-5,12,12,12,16,0,31,0,1019,20,10,95,9,Jaipur
30-12-2019,20,6,8.7,4,22,10:22 AM,9:34 PM,7:15 AM,5:43 PM,-3,10,11,10,19,0,37,0,1018,20,10,94,11,Jaipur
31-12-2019,17,6,8.7,4,26,10:58 AM,10:27 PM,7:16 AM,5:44 PM,-4,9,10,9,26,6,38,0,1020,17,10,84,15,Jaipur
01-01-2020,19,9,8.7,4,37,11:32 AM,11:19 PM,7:16 AM,5:45 PM,2,11,13,11,32,13,48,0,1020,19,10,75,19,Jaipur
02-01-2020,18,10,7.1,3,44,12:03 PM,No moonset,7:16 AM,5:45 PM,5,12,13,12,30,38,59,0,1020,18,10,72,17,Jaipur
03-01-2020,20,10,8.7,5,51,12:34 PM,12:09 AM,7:16 AM,5:46 PM,8,15,16,15,16,26,61,0,1018,20,10,37,9,Jaipur
04-01-2020,20,12,8.7,5,59,1:06 PM,1:01 AM,7:17 AM,5:47 PM,8,15,16,15,13,22,63,0,1018,20,10,143,7,Jaipur
05-01-2020,21,12,8.7,5,66,1:39 PM,1:53 AM,7:17 AM,5:47 PM,4,15,16,15,13,6,46,0,1018,21,10,102,7,Jaipur
06-01-2020,21,12,8.7,5,73,2:14 PM,2:46 AM,7:17 AM,5:48 PM,4,15,16,15,22,33,47,0,1018,21,10,114,13,Jaipur
07-01-2020,22,12,8.7,5,80,2:53 PM,3:42 AM,7:17 AM,5:49 PM,7,16,17,16,23,11,55,0,1015,22,10,92,13,Jaipur
08-01-2020,21,12,8.7,5,88,3:39 PM,4:40 AM,7:17 AM,5:50 PM,7,15,16,15,22,24,60,0,1013,21,10,155,13,Jaipur
09-01-2020,19,10,8.7,4,95,4:30 PM,5:41 AM,7:17 AM,5:50 PM,4,12,13,12,19,1,60,0,1018,19,10,98,12,Jaipur
10-01-2020,19,8,8.7,4,100,5:28 PM,6:41 AM,7:17 AM,5:51 PM,-1,12,13,12,17,0,41,0,1020,19,10,73,10,Jaipur
11-01-2020,20,6,8.7,4,100,6:30 PM,7:40 AM,7:18 AM,5:52 PM,-4,12,12,12,10,12,34,0,1020,20,10,93,5,Jaipur
12-01-2020,23,10,8.7,5,83,7:36 PM,8:34 AM,7:18 AM,5:53 PM,0,15,16,15,14,4,35,0,1017,23,10,125,8,Jaipur
13-01-2020,22,14,7.1,4,76,8:42 PM,9:24 AM,7:18 AM,5:53 PM,4,16,17,16,25,27,44,0.1,1011,22,10,205,16,Jaipur
14-01-2020,21,10,8.7,5,69,9:48 PM,10:08 AM,7:18 AM,5:54 PM,4,13,15,13,16,0,56,0,1016,21,10,122,9,Jaipur
15-01-2020,21,11,7.1,4,61,10:52 PM,10:49 AM,7:17 AM,5:55 PM,9,14,16,14,23,36,67,1.2,1016,21,10,59,14,Jaipur
16-01-2020,15,12,3.9,3,54,11:54 PM,11:28 AM,7:17 AM,5:56 PM,12,13,14,13,26,90,88,17.3,1014,15,9,59,16,Jaipur
17-01-2020,19,11,8.7,5,47,No moonrise,12:06 PM,7:17 AM,5:56 PM,10,14,14,14,9,30,76,0.2,1015,19,9,104,5,Jaipur
18-01-2020,20,11,8.7,5,40,12:56 AM,12:44 PM,7:17 AM,5:57 PM,4,14,15,14,15,6,50,0,1018,20,10,156,8,Jaipur
19-01-2020,20,10,8.7,5,32,1:57 AM,1:24 PM,7:17 AM,5:58 PM,1,14,15,14,17,7,39,0,1019,20,10,138,9,Jaipur
20-01-2020,19,10,8.7,5,25,2:59 AM,2:07 PM,7:17 AM,5:59 PM,3,14,14,14,15,25,45,0,1017,19,10,113,8,Jaipur
21-01-2020,22,11,8.7,5,18,4:00 AM,2:53 PM,7:17 AM,5:59 PM,5,15,17,15,24,4,49,0,1017,22,10,107,14,Jaipur
22-01-2020,21,12,10.8,5,11,4:59 AM,3:44 PM,7:16 AM,6:00 PM,5,15,16,15,21,2,52,0,1020,21,10,49,12,Jaipur
23-01-2020,21,11,10.9,5,3,5:56 AM,4:37 PM,7:16 AM,6:01 PM,1,14,16,14,23,0,42,0,1020,21,10,230,13,Jaipur
24-01-2020,21,10,10.9,5,0,6:48 AM,5:33 PM,7:16 AM,6:02 PM,-1,14,15,14,22,0,35,0,1018,21,10,322,12,Jaipur
25-01-2020,23,12,10.9,5,0,7:36 AM,6:28 PM,7:16 AM,6:03 PM,0,17,17,17,8,3,34,0,1016,23,10,221,4,Jaipur
26-01-2020,24,12,10.9,5,4,8:18 AM,7:24 PM,7:15 AM,6:03 PM,3,18,18,18,10,5,38,0,1014,24,10,114,5,Jaipur
27-01-2020,23,14,10.9,5,11,8:56 AM,8:18 PM,7:15 AM,6:04 PM,6,18,18,18,20,22,47,0,1012,23,10,123,11,Jaipur
28-01-2020,20,15,8.5,4,18,9:31 AM,9:10 PM,7:15 AM,6:05 PM,7,17,17,17,21,45,54,0,1010,20,10,188,12,Jaipur
29-01-2020,20,12,10.9,5,26,10:03 AM,10:01 PM,7:14 AM,6:06 PM,5,14,15,14,22,5,54,0,1015,20,10,302,13,Jaipur
30-01-2020,21,12,10.9,5,33,10:34 AM,10:52 PM,7:14 AM,6:06 PM,2,15,16,15,18,3,41,0,1018,21,10,181,10,Jaipur
31-01-2020,21,11,10.9,5,37,11:05 AM,11:43 PM,7:13 AM,6:07 PM,2,15,16,15,11,2,42,0,1016,21,10,118,7,Jaipur
01-02-2020,21,10,11,5,49,11:36 AM,No moonset,7:13 AM,6:08 PM,2,15,16,15,17,2,43,0,1018,21,10,79,10,Jaipur
02-02-2020,24,11,11,5,57,12:10 PM,12:35 AM,7:12 AM,6:09 PM,2,17,18,17,12,0,39,0,1020,24,10,109,6,Jaipur
03-02-2020,23,11,11,5,64,12:46 PM,1:29 AM,7:12 AM,6:09 PM,3,16,18,16,14,0,42,0,1018,23,10,109,8,Jaipur
04-02-2020,22,10,11,5,72,1:28 PM,2:25 AM,7:11 AM,6:10 PM,2,15,16,15,22,4,41,0,1016,22,10,95,13,Jaipur
05-02-2020,23,11,11,5,79,2:15 PM,3:23 AM,7:11 AM,6:11 PM,5,17,18,17,14,10,48,0,1017,23,10,115,8,Jaipur
06-02-2020,21,11,11,5,87,3:09 PM,4:22 AM,7:10 AM,6:12 PM,1,16,17,16,15,6,38,0,1016,21,10,139,8,Jaipur
07-02-2020,22,11,11,5,95,4:09 PM,5:22 AM,7:09 AM,6:12 PM,1,15,16,15,18,6,40,0,1018,22,10,76,10,Jaipur
08-02-2020,22,11,11,5,100,5:15 PM,6:18 AM,7:09 AM,6:13 PM,1,16,17,16,16,0,38,0,1022,22,10,60,10,Jaipur
09-02-2020,22,10,10.1,4,100,6:22 PM,7:11 AM,7:08 AM,6:14 PM,-1,16,17,16,10,21,36,0,1022,22,10,121,6,Jaipur
10-02-2020,22,10,10.1,4,83,7:31 PM,8:00 AM,7:07 AM,6:15 PM,0,16,17,16,10,42,36,0,1019,22,10,144,6,Jaipur
11-02-2020,26,12,11.1,6,75,8:37 PM,8:43 AM,7:07 AM,6:15 PM,2,19,19,19,14,0,34,0,1018,26,10,117,8,Jaipur
12-02-2020,28,13,11.1,6,68,9:43 PM,9:25 AM,7:06 AM,6:16 PM,1,21,21,21,15,0,31,0,1019,28,10,132,8,Jaipur
13-02-2020,29,16,11.1,6,60,10:47 PM,10:04 AM,7:05 AM,6:17 PM,2,22,22,22,22,0,29,0,1017,29,10,297,12,Jaipur
14-02-2020,27,16,11.1,6,53,11:51 PM,10:43 AM,7:05 AM,6:17 PM,2,22,22,21,27,0,30,0,1015,27,10,327,16,Jaipur
15-02-2020,28,14,11.1,6,45,No moonrise,11:24 AM,7:04 AM,6:18 PM,-5,21,21,20,24,0,20,0,1015,28,10,324,14,Jaipur
16-02-2020,32,15,11.2,7,38,12:53 AM,12:06 PM,7:03 AM,6:19 PM,-3,23,23,23,9,0,19,0,1016,32,10,218,5,Jaipur
17-02-2020,30,16,11.2,7,30,1:55 AM,12:51 PM,7:02 AM,6:19 PM,-3,24,24,24,16,0,21,0,1017,30,10,185,9,Jaipur
18-02-2020,29,16,11.2,6,22,2:55 AM,1:41 PM,7:01 AM,6:20 PM,-7,23,23,23,16,3,15,0,1015,29,10,234,9,Jaipur
19-02-2020,29,15,5.6,5,15,3:52 AM,2:32 PM,7:01 AM,6:21 PM,-3,22,22,22,19,61,20,0,1012,29,10,120,11,Jaipur
20-02-2020,29,16,11.2,6,7,4:44 AM,3:27 PM,7:00 AM,6:21 PM,2,22,22,22,28,20,29,0,1011,29,10,142,16,Jaipur
21-02-2020,26,15,11.6,6,0,5:33 AM,4:21 PM,6:59 AM,6:22 PM,2,21,21,21,20,7,32,0,1014,26,10,313,12,Jaipur
22-02-2020,27,14,11.6,6,0,6:16 AM,5:17 PM,6:58 AM,6:23 PM,9,22,22,21,23,3,53,0,1018,27,10,49,14,Jaipur
23-02-2020,27,16,11.6,6,0,6:55 AM,6:11 PM,6:57 AM,6:23 PM,9,23,23,22,16,15,50,0,1017,27,10,58,9,Jaipur
24-02-2020,29,17,11.6,6,0,7:31 AM,7:04 PM,6:56 AM,6:24 PM,5,24,24,23,14,10,36,0,1014,29,10,153,8,Jaipur
25-02-2020,28,17,11.6,6,8,8:03 AM,7:55 PM,6:55 AM,6:25 PM,4,22,22,22,14,17,33,0,1013,28,10,179,9,Jaipur
26-02-2020,31,17,11.6,7,15,8:34 AM,8:46 PM,6:54 AM,6:25 PM,3,24,24,24,15,5,30,0,1013,31,10,196,9,Jaipur
27-02-2020,33,17,11.6,7,23,9:05 AM,9:37 PM,6:53 AM,6:26 PM,6,26,26,26,16,6,34,0,1013,33,10,77,8,Jaipur
28-02-2020,31,18,10.2,6,30,9:36 AM,10:28 PM,6:52 AM,6:26 PM,4,24,24,25,19,42,29,0,1011,31,10,136,12,Jaipur
29-02-2020,32,18,11.6,7,38,10:08 AM,11:21 PM,6:51 AM,6:27 PM,6,25,25,25,23,16,34,0.1,1010,32,10,154,14,Jaipur
01-03-2020,31,16,11.6,6,44,10:43 AM,No moonset,6:50 AM,6:28 PM,8,23,23,24,26,4,45,0,1011,31,10,168,16,Jaipur
02-03-2020,30,18,11.6,7,51,11:22 AM,12:14 AM,6:49 AM,6:28 PM,5,25,25,25,14,1,34,0,1012,30,10,215,9,Jaipur
03-03-2020,30,18,11.6,7,58,12:05 PM,1:11 AM,6:48 AM,6:29 PM,4,25,25,25,14,4,29,0,1011,30,10,156,9,Jaipur
04-03-2020,30,19,11.6,7,65,12:54 PM,2:08 AM,6:47 AM,6:29 PM,3,24,24,25,20,11,26,0,1009,30,10,129,12,Jaipur
05-03-2020,28,16,7.3,5,73,1:50 PM,3:06 AM,6:46 AM,6:30 PM,9,22,22,22,21,51,49,2.4,1009,28,10,120,13,Jaipur
06-03-2020,25,16,5.9,5,80,2:52 PM,4:02 AM,6:45 AM,6:30 PM,10,19,19,19,23,66,57,4.2,1008,25,10,82,14,Jaipur
07-03-2020,26,14,11.6,6,87,3:58 PM,4:56 AM,6:44 AM,6:31 PM,8,20,21,20,13,18,55,0.1,1011,26,9,129,8,Jaipur
08-03-2020,30,16,11.6,6,95,5:06 PM,5:46 AM,6:43 AM,6:32 PM,5,23,23,23,18,3,37,0,1015,30,10,96,10,Jaipur
09-03-2020,32,17,11.6,7,100,6:14 PM,6:32 AM,6:42 AM,6:32 PM,2,25,25,25,20,1,27,0,1012,32,10,100,11,Jaipur
10-03-2020,26,17,11.6,6,100,7:22 PM,7:15 AM,6:41 AM,6:33 PM,1,21,21,21,23,14,26,0,1011,26,10,94,14,Jaipur
11-03-2020,29,18,11.6,6,84,8:29 PM,7:56 AM,6:40 AM,6:33 PM,5,22,22,23,25,14,34,0,1008,29,10,143,17,Jaipur
12-03-2020,28,17,11.6,6,76,9:36 PM,8:37 AM,6:39 AM,6:34 PM,-1,22,22,22,25,2,24,0,1010,28,10,211,16,Jaipur
13-03-2020,27,17,11.6,6,69,10:41 PM,9:18 AM,6:38 AM,6:34 PM,-7,22,22,22,22,0,15,0,1013,27,10,275,14,Jaipur
14-03-2020,26,16,11.6,6,62,11:46 PM,10:01 AM,6:37 AM,6:35 PM,1,22,22,21,24,1,29,0,1015,26,10,308,15,Jaipur
15-03-2020,26,16,11.6,6,55,No moonrise,10:47 AM,6:36 AM,6:35 PM,2,21,21,22,18,2,30,0,1016,26,10,200,11,Jaipur
16-03-2020,29,17,11.6,6,47,12:48 AM,11:36 AM,6:35 AM,6:36 PM,3,22,22,22,13,12,29,0,1016,29,10,68,7,Jaipur
17-03-2020,32,19,11.6,7,40,1:48 AM,12:28 PM,6:34 AM,6:36 PM,5,25,25,26,14,4,30,0,1016,32,10,79,7,Jaipur
18-03-2020,32,20,11.6,7,33,2:42 AM,1:22 PM,6:33 AM,6:37 PM,4,27,27,27,15,2,26,0,1015,32,10,164,9,Jaipur
19-03-2020,33,21,11.6,6,25,3:32 AM,2:17 PM,6:31 AM,6:37 PM,2,27,27,28,17,14,22,0,1011,33,10,187,11,Jaipur
20-03-2020,34,22,11.6,7,18,4:16 AM,3:12 PM,6:30 AM,6:38 PM,0,28,28,28,20,13,18,0,1010,34,10,140,13,Jaipur
21-03-2020,34,22,11.6,7,11,4:56 AM,4:06 PM,6:29 AM,6:38 PM,3,28,28,28,19,9,22,0.1,1009,34,10,167,12,Jaipur
